Rating,Helpfullness,Review Title,Reviewer Name,Review Date,Review Text
1,4 out of 15 found this helpful,Entertain but don't be play on emotions,priyanktalati,18 May 2020,Leftist agenda alert. Don't criminalize the majority to spread the Marxist ideologies.
1,4 out of 15 found this helpful,Hinduphobic,pawansah-98790,18 May 2020,"Full of propaganda and hinduphobic webseries
Don't watch it"
4,4 out of 15 found this helpful,Why so much characters buildup when there is nothing further to do with them,animatorsurajpal,16 May 2020,"They have done some great job for characters buildup but this leads to nowhere but to a average end, instead of focusing on realism (nudity) they could make a thrilling end which includes Tyagi."
5,3 out of 10 found this helpful,Entertaining but Confusing and chaotic script,qui_j,22 May 2020,"This is an interesting series, one in a genre of new Indian offerings that are non-Bollywood. It certainly goes beyond the limits of current censorship and deals with topics like corruption and social ills. The series is interesting but the script tells the story in an unnecessarily complicated, incomprehensible and chaotic manner. If there is a series 2, hopefully that failing will be corrected!"
10,3 out of 10 found this helpful,Jaideep Ahlawat is a gem,rs-24335,20 May 2020,Hothoda Tyagi and Hathiram at their best. Well written. Well executed.
10,3 out of 10 found this helpful,One of the best,drswatichauhan,20 May 2020,Gripping story line...wonder full performance..must watch
1,4 out of 16 found this helpful,Poor Poor,swarnimd,24 May 2020,"Poor Boring Discriminatory Waste of Time
Poor story poor acting Avreage Direction."
10,3 out of 11 found this helpful,Best Indian Web Series,hardikmitawa-40870,21 May 2020,Seemless Storytelling with politics of characters showed smoothly and depicting both worlds and sides
1,2 out of 6 found this helpful,Very lengthy series,surajkhule-23729,25 May 2020,Tried for getting interest.. but worst series ever
1,2 out of 6 found this helpful,Worst series,aditya1122,24 May 2020,This series is worst. And the the of such time should be avoided
10,2 out of 6 found this helpful,One of the best crime drama series from India,varunmadhu,24 May 2020,"I binge watched it yesterday, its a story which throws light on many socio- political issue in our country. I have seen lot of negative comments and most of the people pointing out the anti hindu agenda or left liberal political movement. Our country is progressing well but in some part of our country especially rural areas of north india still caste based system exists and many recent newspaper reports are evidence for this. Direction is top notch and story is also interesting but editing could have been better. Supported by a stellar cast and everyone will be a fan of Jaideep Ahlawat once you finish the show. Just watch the series of you are a true movie fan who loves content."
10,2 out of 6 found this helpful,👌👌,mainak-54209,23 May 2020,"Great,indeed❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤"
10,2 out of 6 found this helpful,Just awesome,lkjha,23 May 2020,"Really superb acting
Interesting plot
Nothing high five...adhere to actual ground of reality
Don't expect Christopher Nolan twist..but you will you will be thrilled to beyond"
10,2 out of 6 found this helpful,Best web series seen so far,sirohiabhinav,22 May 2020,"Acting, casting, story, suspense etc etc each and everything is simply superbe. Jaideep ahlawat gave an oscar winning performance.PS- Its better than Sacred Games ;)"
8,2 out of 6 found this helpful,Ignore the fascists and phobia comments: MUST WATCH,alphadude007,22 May 2020,"I identify myself as a centrist and I am appalled at the negative publicity this series is receiving. I did not find any propoganda being propogated in this series. In fact, the minor (a few scenes) in this series where differences between Hindus and Muslims are depicted have been done with such class and realism compared to a majority of others. This is an awesome series which is a must watch. The director and the actors have put their heart and soul into this and I am so disappointed that this series is not getting the credit it deserves. So, please ignore the radicals and give this series a watch. Gripping, thrilling, and engaging."
10,2 out of 6 found this helpful,Great Series,hardyrockx,21 May 2020,"I enjoyed watching it, found it more realistic than ""Sacred Games"". Thumbs up to the creators, good content should be appreciated!"
10,2 out of 6 found this helpful,Top of the line absolutely amazing,choudharysubroto,20 May 2020,Season 2 is definitely a must now. Season 1 has been truly amazing. Phenomenal work done by every single actor. Nobody would have expected Jaideep to come this far. Thank you Amazon India to bringing this to us.
5,2 out of 6 found this helpful,Neither too bad nor too good,chauhanrishuchauhanrishabh,19 May 2020,"I don't know why most of the reviews are complaining about the anti hindu propanganda and giving it a 1 star. Watching this web series or any web series, keeping your party propanganda an idolism in mind would be wrong.
This series shows the harsh realities of the society, not just Hindus. It shows the communal tensions and violence and also shows the caste violence.
The main protagonist is an awesome actor but in my opinion the screenplay of this series is weak. It doesn't explore it's antagonist or some other cast members storyline much.
I think they were not able to put everything together in the way they should have.
The climax was also not good.
You will keep on waiting and waiting for some surprise in the series but you will be kept waiting.
It's an average series."
6,2 out of 6 found this helpful,Over-Hyped...,prem-23773,18 May 2020,I was very excited in the beginning...as i heard lots of positive reviews about the movie....but as i started...i feel..its very boring in the middle parts....so...its good.but not satisfied with the storytelling.sorry.but as we know because of lockdown....its very obvious that we all will watch thos once...and will feel the same..as i felt.
7,1 out of 2 found this helpful,Gritty and brutal,delsoca,26 May 2020,"The story and acting was very gritty. It kept me guessing all the way till the last episode. The main actor was brilliant.To be honest there was not a weak actor in the series.The main police officer was not the standard leading man, he was flawed, made errors of judgement, etc, but that added to the realism and made you engage with him as a character.The story has a darkness, which does not hold back with the gore and violence. It touches on wealth, religion, caste, the big city and the regions of India. If there was a second season it would be definitely on my list.
I would note that I do not speak Hindi and watches this show using the subtitles."
8,1 out of 2 found this helpful,It's a good watch... Worth your time...,xritesh,25 May 2020,"Pataal lok is all about power and politics which is very common in India. Acting, story, background score, dialogues, picturisation all is good. If you liked sacred games, gang of vassaypur your will love this."
7,1 out of 2 found this helpful,"Fake News, Child abuse, LGBT, casteism, politics and good acting",compazhar,25 May 2020,"Its very rare that u find such an intricate stories shown on the screen with such brilliance. evry story has been given the right time and amnt on screen which makes the viewing experience always on the edge. And with that top story line u have good performance by jaideep, abhisheek and Neeraj."
9,1 out of 2 found this helpful,"Dive into a the good, bad and ugly!",kumarvidushi,25 May 2020,"Paatal Lok is one of those series which makes you feel good about its end. You have complete arcs of the characters, some great performances and very realistic storytelling. This series stands out for its dark narration and insane visuals."
9,1 out of 2 found this helpful,Fabulous Content Well Executed.,kaybee-03956,25 May 2020,"Classic showcasing of the reality India and the world at large is still facing. It highlights the weak situation of the poor/ lower class are still into. Tough actions they are forced to take which are definitely incorrect but morality is not a choice. The real issues of sexual abuse, robbery, casteism, hatefulness, violence and deadly revenge, the divide between the rich and poor.Though true, I hated it when DCP Bhagat in the last episode says System will never change, only the people who do not perform their roles assigned will get replaced. It's a shame of what a society we have created after so many years of evolutionary process gone into. Power and the lust for Power in the hands of few making them do stuff taking the society into ""Paatal Lok"". Even the highly reputed organisation like Police Force, CBI or it could have been any other institute dance to their tunes. In any given society if we can eradicate the creation of Paatal Lok then only we as a group of people will come up as winners.Finally I would say that good karma/ deeds always brings good results as we saw in case of love and care of the stray dogs saved life.Kudos to the team and congratulations on their success! Direction and casting was spot on. I hope there are much more audience to this as at least we have moved positively in content creation."
9,1 out of 2 found this helpful,Brilliantly written and executed. Jaideep Ahlawat was tailor made for this.,suhalkapranay,25 May 2020,"Very difficult to make a crime thriller with such perfection and realism. The story arc takes a complete circle and executed brilliantly. There were instances which made me in awe of the sheer audacity of the writers yet unheard of in India's entertainment space.
The characters are well written with realistic and intriguing background. You get an understanding of where these characters come from which is brand new perspective on them.
One thing that stands out in this series is the way that sensitive issues like child trafficking, caste dynamics in rural India takes place which most writers don't address as they deem it too controversial or don't find it worth their time. The series deals with a lot of social injustice and practices prevailing in the lower sections of society which is largely unheard of among the privileged ones and hence is rightly called 'paatal lok.
As for people deeming it Anti-hindu, I, personally did not find it to be that. In fact it gives a few references of Mahabharat and how they still hold true in today's time which tells us how timeless these great legends are.
Talking about performances Jaideep Ahlawat stands out in the series with his brilliant portrayal of an underachieving cop tired of taking orders from people who worked under him once and is now desperate to prove himself.
Neeraj Kabi, in my view, was an opportunity wasted. He is a decent actor and could have done more with the role. All other actors justify the roles and execute them satisfactorily.
All in all its a whole new type of crime thriller in the underbellies of modern India."
10,1 out of 2 found this helpful,Mind-blowing series,nidhibhardwaj-28739,25 May 2020,"Very engaging series. nailbiting. However, after watching so many thriller stories. I was pretty sure from the starting who the real antagonist was. But i loved watching it. The main character is very talented. Some scenes surely gives goosebumps. watched it for entertainment."
9,1 out of 2 found this helpful,Riveting Watch,aniruddha-haldar,25 May 2020,"Often you find titles that promise a lot and by the time you go through, they leave you underwhelmed. HOWEVER THIS ONE IS DIFFERENT!The simplicity and authenticity of story telling is engaging, relatable and impactful.A take on fake news, its motives and its unfortunate victims. The episode structure, the performance by the cast, art direction and the Director deserve to called out.
Special treats are Jaideep Ahlawat, Swastika Mukherjee and Abhishek Bannerjee.
Mairemban Ronanldo Singh gave a very sensitive portrayal, Though rajesh Sharma presence created an expectation which is as yet not fulfilled maybe season 2?A big shout out also to Anushka Sharma for another impactful story like NH10."
10,1 out of 2 found this helpful,A must watch... What a series...,abhijeetsinhawipro,25 May 2020,"The series is a must watch who loves intense acting and crisp storyline.. And yes, one need to be rational as well.. I ve seen a lot of low rating and their comments and understand their psyche... ignore that..."
9,1 out of 2 found this helpful,What a drama!,piyalicool,25 May 2020,"I was expecting a little more shades for the character of Sanjeev Mehra (Neeraj Kabi). Other than that, it's a great price of work to watch. And yes, it has shown multiple problematic scenes including racism, rape and many... but none of them were glorified."
10,1 out of 2 found this helpful,brilliant direction,sefinuz,24 May 2020,"Beautiful storytelling, best indian web series so far."
10,1 out of 2 found this helpful,Awesome realistic show,kirtanshah33,24 May 2020,Well written and engaging. Brave attempt to depict reality about politics and all the cover ups which get done
10,1 out of 2 found this helpful,Realistic,sanjay-barwar-93,24 May 2020,This is the most realistic Indian web series till date
10,1 out of 2 found this helpful,Somebody need to say something and they did fantastically,mannaiko,24 May 2020,Good job. Loved it. Awesome awesome awesome.
9,1 out of 2 found this helpful,One of best Hindi series,sandeepjsamudre2009,24 May 2020,Nice storyline....great character development.....strong performances ......one of the best Hindi tv series seen till now.....
10,1 out of 2 found this helpful,Good series,itssauravroy,24 May 2020,"Highly recommended, The real Indian cinema can be seen through this webseries and many other series"
5,1 out of 2 found this helpful,Mediocore; Overhyped,siddhass,24 May 2020,"The acting was pretty darn good and the story was pretty addictive. Until episode number 6. Wherein the series was rushed to reach an end. The plot itself didnt have a lot to it, it was simple; it worked due to how its wrote. But it went downhill really quickly.
The backstory of Tyagi is kind of lame, like if you are showing a psychopath you have to do it in a slight more better way. The entire thing related to dogs seemed lazy and showed the scriptwriters couldn't get a prominent backstory.
The show's effort to show social commentary is appreciable and it does show the dark side of our society, which we often ignore.. the show is or atleast tries to keep itself grounded in reality. However there was propaganda, in here, which just seems to be exaggerated. I appreciate their attempts to convey a social message but it was clearly over-exaggerated and made to go along with the script. Honestly directors need to ditch the entire propaganda based web series they are pumping out.. I'm sick of it.
Overall -
Script- 4/10 (Cliche)
Acting- 9.5/10 (Jaideep was awesome)
Pacing- 5.5/10
Cinematography- 7/10
Enjoyment- 6/10"
10,1 out of 2 found this helpful,Who say it is Hindu phobic it is recommended by my Hindu friends to me,sahil786akhtar,24 May 2020,Best web series in many years........whether you support left or right communal or anything else Hindu or Muslim but you're gonna admit that this is the best web series in years
1,1 out of 2 found this helpful,Worst series ever,archieanand,24 May 2020,Total waste of time. The story line is very poor and too slow. Jaideep acted really well but by the end you will feel like you have been fooled. There are many great series out there and don't waste your time watching Paatal lok.
10,1 out of 2 found this helpful,Don't go by Hinduphobic reviews,strangevinu,24 May 2020,This is a well scripted fictional suspense thriller TV series with amazing performances. Multiple plot lines and bold message with a good twist at the end. You may find yourself binge watching this series from the word go.
10,1 out of 2 found this helpful,"Not a single thing is out of place, everything has layered meaning!",irfanangel,24 May 2020,"""Paatal Lok"" is probably the best Indian Series you can watch. It sneaks into its plot everything that is wrong with India: caste-based violence, discrimination on the basis of religion, muslim lynchings by Cow vigilantes... and all this doesn't make its plot laboriously boring but adds to its edge-of-the-seat material. Much better than meandering ""Sacred Games"" and Amazon Prime does a better job than its previous best ""Mirzapur""."
5,1 out of 2 found this helpful,Powerful story with excess abuse,caprahladka,24 May 2020,"Story, acting and execution is perfect but the reason of low rating is the excessive use of abusive language which makes it difficult to watch at home. The use of abuses are very common and it could have been avoided at many places, sometimes it seems that the abuses have been inserted deliberately."
10,3 out of 12 found this helpful,Amazing!,kapadia_amish,21 May 2020,One of the few Indian series which gives you ultimate euphoria while watching each moment. It engages and entertain us thoroughly. Second season much awaited.
4,3 out of 12 found this helpful,Bekar h,yashmry,17 May 2020,Sala itna unnecessary materials kyun daalte ho web series me
10,2 out of 7 found this helpful,Hell Yeah,Thechocolateboy,23 May 2020,"Paatal Lok is surprisingly an oddball in the middle of a fair of typical crime mystery thrillers that baits a worm at the last to make a new season. Yes, it's apparently complete in itself; at least let's the viewers to sleep at night, but not sure if on an optimistic note.
Comparing Paatal Lok with Sacred Games or Mirzapur is rather misguiding ; it is totally different from those, both from magnitude to temperament. As the name suggests, the show delves into the deep of our system; which is corrupted from the root hence, can not be reformed.Hathi Ram Chaudhary (Jaideep Ahlawat), a middle class cynical police officer, having nothing but failure in life, gets a very high profile case when apparently four murderers are caught red handed attempting a murder of Sanjeev Mehra( Neeraj Kabi), a news tycoon. When he investigates deeper, he founds more than what he barely imagined. Jaideep gave his all to do justice to his character. Neeraj Kabi is always in form, Abhishek Banerjee needs a serious mention, and others too, did good job.Mysteriously dark, the show is a real stunner; especially when it shows the pasts of four of the captives - equally astonishing and eye opener about real India. So real, so touching, so gruesome and so undeniable truth. From politics to underworld to business policy to religious intolerance to sexual assault to child abuse - every part is touched and touched with care. This Anushka Sharma produced show is my current favourite with a serious direction by Avinash-Prasith. Kudos to the four writers especially Sudip Sharma. The show is really worth a binge watching and then gives a scope to think about it for the rest of the time. Though, overall it also gives opportunity to give a new season to answer the fate of the two captives ."
10,2 out of 7 found this helpful,Strong and intense performances,sagarempire,23 May 2020,"First of all, all the performances in the series are mind blowing, the director portrayed the story in very genuine manner. This story does not believe in ethics and religion. This is second best indian tv series after delhi crime."
10,2 out of 7 found this helpful,Just awesome!!,fernfilms-892-271775,21 May 2020,"Please do not go by some really negative reviews in this forum. This is a fantastic series with some great acting , direction and overall it's just great. Baffled to see some people ranting. I guess it's the lockdown effect."
10,2 out of 7 found this helpful,Too real to handle. Best on Amazon,presswalahozefa,21 May 2020,"Do not listen to the reviews which says this being an anti hindu propoganda series. It successfully potrays the current scenario of minorities in india and freedom of press.
It is constantly engaging and never lets you disconnect with the plot.
Beautifully crafted screenplay, some amazing performances and its connection with indian mythology will never let you down. A must watch show on Amazon. One of the most perfect series i saw in a while."
10,2 out of 7 found this helpful,Another winner series from Amazon,ksalma03,20 May 2020,Another winner series from Amazon. Has shown the reality in ur face
10,2 out of 7 found this helpful,Entertaining,kavitasinghsharma,20 May 2020,This show redefined the meaning of entertainment for me as it shows several aspects of real life and combines all of them perfectly into an enthralling crime drama with little bit of comedy. The show is surely a must watch.
10,2 out of 7 found this helpful,SImply one of the best shows to ever come out of india,sonambhatia65,20 May 2020,"This show opened my eye that even a country like India can produce legitiment webshows or any form of entertainment which is not full of typical stuff what most of us have been used to be consuming. This is something entirely different, Entertaining but at the same time makes us realise harsh realities of the society. Its a much watch"
10,2 out of 7 found this helpful,Fantastic,shivanarayan2345,20 May 2020,Loved every bit of the show .Combination of suspense thriller crime investigation media politics e.t.c enthralled me as it was executed perfectly. Hats of to the team for producing this show. In one word this show is a must watch.
10,2 out of 7 found this helpful,The best web series of 2020,cute_chiku,20 May 2020,My headline is the review for the series. Bring up season 2 is all I can pray!
10,2 out of 7 found this helpful,A must watch for all,thekumar-47375,20 May 2020,"Great storyline.
Keeps viewers engaged throughout.
Worth binge watch.Best one, so far in 2020..."
6,2 out of 7 found this helpful,If you don't have anything to watch,arun00118,18 May 2020,"Nothing new same stories just like any other series being made these days.
Watch if you can't find anything I have seen better similar content so not thrilling for me."
9,2 out of 7 found this helpful,Indian Crime & Thriller genre never had it better,rupayan93,17 May 2020,"When we say content is the king this is the type of content that Indian audience deserve. From the starting scene to the ending scene, with each and every character being given importance and each having a back story of their own. (Spoiler) Also that the series won't have another season to drag the story. This series deserves an international audience."
10,3 out of 13 found this helpful,Brilliant,gaurav-93735,21 May 2020,Accurate. Gripping. Perfect!The show dares to show what happens in India with unflinching clarity. It's a must watch
10,2 out of 8 found this helpful,One of the best shows!,rohitk1361,23 May 2020,"I am really surprised to see people giving low rating. I think if you love crime shows this one is just amazing, i feel some episodes are slow but the ninth one just brings everything alive and finishes like a jigsaw. Enjoy this one, amazing acting all around. This is a masterpiece !!!"
10,2 out of 8 found this helpful,Top 5 all time indian crime drama,mkj-52244,22 May 2020,"This is by far one of the finest crime dramas of Indian television. They have taken it to the next level. Characters growth is fairly deep. Best part, story ends in season 1. No waiting for season 2. I won't compare it to other dramas, but this is one of the best I have seen. Ignore bad reviewers - this is after all a drama. I congratulate to makers and encourage them. Enjoy every single episode and every scene. Series like this don't come often."
10,2 out of 8 found this helpful,Outstanding,muhammadbaig,21 May 2020,What a master piece. Everything is too good acting screen play story telling.
10,2 out of 8 found this helpful,One of the best Indian web series,dc-57363,21 May 2020,Just amazing. Binged watched it. Hats off to the makers & actors. Standard has gone up.
10,2 out of 8 found this helpful,Absolutely Brilliant,owaisnaim,21 May 2020,"Best series I have ever watched in its genre. Cinematography, sounds , scenes , everything is exceptional. A must watch."
10,2 out of 8 found this helpful,A Brilliant piece of Art,anoopiitr-24141,20 May 2020,"The series keeps us fully engaged for over 6 hrs. There is no element of bad acting anywhere, with every actor giving nothing but the best. Its a fascinating thriller and does great justice to the expectations that audience have.
Spending time to watch this was the best decision in terms of movie/web-series selection that I made in recent times."
10,2 out of 8 found this helpful,THE best Indian web series so far,kumarvaasu,20 May 2020,"This is no doubt the best Indian web show. The actors, cinematographer, director and specially writer...each and every one of them have done impeccable job. Some scenes are seriously bone chilling. Hathi Ram, Tyagi and Chini, these characters were so outstanding, and the respective actors have done full justice to their role. Must watch show."
10,2 out of 8 found this helpful,Shows the reality of Indian society,latikablm,20 May 2020,"People are giving it a hinduphobia angle..but truth is these are the people getting easily instigated the moment something is shown against Hinduism...they cant digest the truth...
But if u seriously wanna see good acting and brilliant direction and thrill..this is for u
It's the best making in recent times"
8,2 out of 8 found this helpful,Superrrrb,ciaferns,20 May 2020,"Great series, unfolds a lots of mystery, very well directed. Its amazing to watch...
Really enjoyed it.,"
3,2 out of 8 found this helpful,Unnecessary bias crap spoiling otherwise nice cake,hummingblues,17 May 2020,The story and setup paves the way for a great show until biased religious psyche of makers kick in throughout the episodes to leave a bad taste. Adulterated creativity!
4,3 out of 15 found this helpful,Had Potential of Being A Geat Series Ended Up Just Bein Average,samj-59967,16 May 2020,"The series starts off well an establises an Interesting Premise but The Screenplay is Slow And the Writing seems to Take Convince at Time The series Doesn't have a strong antoganist rather it doesn't even try to Create one Abhishek Banerjee (Vishal Tyagi) had an interesting character and At start but Get Very little screen time To establish his character arc The Series Mainly focuses On the Protagonist character Jaidep aahlawat (Hathiram Chaudhary)does a good job But Even writing for His character lacks dept The Series also makes a vaige Attempt to showcase the money mongering Of media houses but even That Seems halfbaked
Over Disappointing"
6,3 out of 15 found this helpful,6 stars due to unnecessary propaganda and slow pace.,jainarjav-41698,15 May 2020,"Two stars just for the direction, storytelling, and performance by Jaideep Ahlawat. It was a good watch until it became clear liberal propaganda on Hindu-Muslim.
Though the plot highlights the dark realities of our society, the liberal propaganda showing Muslims as innocents and victims of cruelty from the Hindu majority is repeated in every possible way and is clearly visible.
The storyline has some major mistakes, like when the case is handed over to the CBI how the details of the suicide of Tarik were not passed, and how Hathiram didn't remember the lost diary for days in which he wrote notes from the case.Disappointed, I wish we could get a political-crime web series with balanced views."
4,3 out of 16 found this helpful,Climax is not good,s_tomer,16 May 2020,"Everything is great but climax, Jaideep acting is very realistic."
8,2 out of 9 found this helpful,Great story and perfect acting by the lead which makes it so realistic,rohitguleria,22 May 2020,"Has a very interesting plot and has been nicely directed in relatable locations.Has some very good actors esp. the lead actor has completely sunk into the character. There were few characters which did not require that Importance like the son, reporter and could have fast tracked the narration.Overall good and the End concept is very deep and meaningful on why the Killers did not kill the journalist!"
10,2 out of 9 found this helpful,An amazing must watch and it isn't hinduphobic,nitishkumar-68372,21 May 2020,"What an amazing journey of an officer who tries to discover the truth and ultimately get to it. I do not see this as any hinduphobic propaganda picture at all. It's an amazing thriller series and one who believes in acting, cinematography, bg score and has love for GOOD cinema should definitely watch it."
10,2 out of 9 found this helpful,A masterpiece! Ignore the bad reviews.,sohelmoldhariya-46468,21 May 2020,"This is a masterpiece, I highly recommend you all to watch it. There is no propaganda in this, the series is amazing. Ignore the hateful bad reviews."
10,2 out of 9 found this helpful,Solid,sdsachin2010,21 May 2020,"Series to be remembered for long.
Jaideep Ahlawat has dine the role of a lifetime."
10,2 out of 9 found this helpful,Absolute Brilliance,anuraguc,20 May 2020,Just drop everything and watch this series. Jaideep Ahlawat is the man of the moment.. The best thriller series till date..
10,2 out of 9 found this helpful,The truth!! For the World to see!!,rivumu,20 May 2020,Just a real reflection of what's happening in India. Nothing else.
10,2 out of 9 found this helpful,A great actor got his due and he proved his metal,gone-82356,20 May 2020,Watch the show for Jaideep Ahlawat as Hathi Ram Chaudhary.. this man steal the show... Effortless protrayal of a delhi cop
10,2 out of 9 found this helpful,A perfect take,harish-lanjewar,20 May 2020,"A perfect take on current social and political scenario in the country. Though wanted to give a rating of 8.5/9, after seeing a lot of reviews with 1 star, upgraded my rating to 10. Enjoy watching it!"
10,2 out of 9 found this helpful,Awesome,luvkaith,20 May 2020,Brilliant and i like the way the movie is going in so its good to watch this movie
10,2 out of 9 found this helpful,Splendid,haidernihal,20 May 2020,"Such an impressive series after long time.. every character did an excellent job.. A series where you can find emotions , drama , action and top top notch acting by each and every characters 👌"
1,3 out of 17 found this helpful,Another example of cliche,shivamsharma-93455,19 May 2020,"This show does have some good acting and direction but it has nothing new which has not been shown previously in other Indian TV show .
Just like the other this follows the norm to make a particular community look bad (specialy Hindus ) .
It is as if they can't create a crime drama without showing Hinduism as a culprit in it.We really need some different and good story or genre than what most of the Indian show are obsessed with."
9,1 out of 3 found this helpful,Sensible and gripping,ashtonpierra,25 May 2020,"Over the years, nothing much to be appreciated in the regional series, but this one broke the monotony, the plot and ending was intense and smooth, real good one"
6,1 out of 3 found this helpful,Not used resources as per the mark,maneetsinghsoi,25 May 2020,"Storyline is good, but the starcast was not utilised properly specially the four guys. Some more story should have revolved around them.
One time watch, can be missed"
8,1 out of 3 found this helpful,Nice.,riddhimaakaritu,24 May 2020,"Great work by everyone.
Started for Jaideep Ahlawat, stayed for the content."
2,1 out of 3 found this helpful,Bad story - difficult to watch- some v good acting,vachiuk,24 May 2020,"Thought this is going to be a very good series as some celebreties gave publicity.Now I think that must be a paid advertising or ppl trying to impress.Save your time by not watching this, so unpleasant to watch. Some good acting but that's it.Super slow story telling. Too many distractions only to drag the episodes. There were other series out there where you will more story in just one episode compared to the story of whole season of this. Unnecessary raw crime/abuse scense which only makes watching more difficult.
Not a sensible ending too, what is the reason behind plan to kill the journalist and why the police is spared .. doesn't make sense.Disappointed"
10,1 out of 3 found this helpful,Fresh perspective - will keep you hooked,vamanu-67163,23 May 2020,"Wow what a series, Jaideep has done amazing acting and series itself is well written. Each and every episode has intensity at same level, there is no dull moment. Usually some series are great in beginning but the interest tapers down as you reach towards end. Not this one.Before watching I had doubt that it might end up being similar to criminal series we have been seeing so far but NO, I was happy to realise my assumption was wrong and this series was different. Go ahead and watch it."
10,1 out of 3 found this helpful,One of the best,iftekharwafid,23 May 2020,One of the best web series in Hindi. Jaideep and Neeraj are just mind blowing.They did a super work.Superb story also. It has shown us some disgusting truth about our society.
10,1 out of 3 found this helpful,Why run away from reality of our social system? Face it!,rains_143,22 May 2020,"I don't write reviews beyindva rating. But this is clearly the best I have seen out of Indian TV content. Acting, dialogue, script, background score, the commentary on contemporary Indian social system is just amazing.Those who think the series is Hinduphobic have possibly never lived in the hinterland that the show depicts so accurately. Yes there is rape everyday as a form of revenge, yes there is casteism, yes there is dirty caste politics, why deny it? This is not the first series or movie to show us the mirror. Accept it."
7,1 out of 3 found this helpful,AVERAGE,guptaparth-18564,19 May 2020,Average storyline. Story somewhere stops making sense. Story seems to grip you by a thread. Nothing much to watch except fine performances by the actors.
7,1 out of 3 found this helpful,Engaging and Raw,naik-38813,19 May 2020,"Paatal lok has a raw and engaging story sauteed with Indian Mythology and government conspiracy.
Although it gets predictable after a while the initial twists keep you stuck to the screen. The acting by the leads is great in there respective roles. If only the writers could justify a decent conclusion to the series."
7,1 out of 3 found this helpful,frightened,luoqimapes,17 May 2020,"A down and out cop lands the case of a lifetime when four suspects are nabbed in the assassination attempt of a prime time
I like the movie"
1,2 out of 10 found this helpful,Boring,ankitshaw-20534,26 May 2020,Highly overrated..heard a lot about this show but it ended up big disappointed...skip these
10,2 out of 10 found this helpful,One of the best indian series!,nosurvival,21 May 2020,Just watch it... just binge watched the series in a single go... cant wait for the season2
10,2 out of 10 found this helpful,One word to describe - BRILLIANCE,oops_vic,20 May 2020,"Brilliance
You watch and you decide
Don't go for religious comments"
10,2 out of 10 found this helpful,Indian TV shows finally reaching their full calibre,abhishek-06833,20 May 2020,"I binge watched the show over the last couple of days and I am seriously impressed. I think our TV shows are finally at the level of international dramas. This is a very well made show, and all of it fits together like pieces in a puzzle. I feel bollywood hasn't used it's power to reach millions of people to highlight the real issues of my country, and this show, even though it's a drama does have some basis in truth, does a good job of doing that."
10,2 out of 10 found this helpful,Don't believe in those one star stupid reviews,vishaldora-71188,20 May 2020,"This show is on another level it's another masterpiece s gem like Sacred games it's a much watch now .
This series in not hinduphobic. Go for this show and i am sure you will not regret it ."
5,2 out of 10 found this helpful,Stretched it unnecessarily,restlessrhn,16 May 2020,The series is good but it drags the story which makes it really slow and boring
1,2 out of 11 found this helpful,"Total garbage, waste of your precise time !",saptesh786,27 May 2020,"Worst series. Weird actors and horrible actresses. No impressive acting by none. Ahlawat is a good actor but he is impression less here. Nothing new in story, we have seen already for lot of times. Makers supposing that they could not make series without police, criminals and abusive words now a days as there are no any subjects existing. Mentionable thing is that sound quality so poor that even on high volume I could not understand pronunciations and trust me I had to enable subtitles to go through series. Another objectionable thing is that they used very abusive words about a particular community. It is shameful thing and God saves us from seeing another series of such garbage. Not for recommendation, you can avoid else will find waste of time and nothing come out."
6,2 out of 11 found this helpful,Nice show,tushargupta-27286,20 May 2020,This show is nice and good story but not comparison mirzapur or sacred games
1,2 out of 11 found this helpful,Propaganda wrapped in excellent film-making.,arijitdas-22492,17 May 2020,"Started this show & was quite impressed with the acting, screenplay & cinematography. It kept me engrossed. But as I moved to further episodes, the same old Hindu Bashing & Muslim victimisation started. Showing unnecessary scenes to malign Hindus. Netflix did this with Leila & Sacred games. Now even Amazon is doing it now. This show just became another mouthpiece of Leftist propaganda."
4,2 out of 11 found this helpful,This show is not that great,amreender,16 May 2020,Show is slow and not that great story is so simple the thing only impresses acting of hathiram chaudhary
5,1 out of 4 found this helpful,If you are free watch it,akshaybaghmar,23 May 2020,If you are free watch otherwise skip it. Where it starts it ends there . No meaning
10,1 out of 4 found this helpful,Reality of India,varjun,23 May 2020,This series is the most realistic series if someone wants to understand Indian society and its flaws .There is an army of Bots who are giving bad reviews to this great series which itself is an evidence of Indian Hindutva Mob mentality .This is the best Indian series so far .
10,1 out of 4 found this helpful,Amazing and close to reality.,vishalghl,23 May 2020,Must watch. Director and actors have done amazing job.
10,1 out of 4 found this helpful,Ignore the negative reviews and just watch it.,gauravchauhan-67542,22 May 2020,"It's good to see that we are getting a good cinema these days. This series is dark suspenseful and thriller, makes you laugh at some points. Gives you the real image of media and police and how they work. The director could complete the season in 1 or 2 less episodes. Ahlawat is amazing and you love when he comes to screen."
